"sex";"age_years";"KinshipR";"MutualismR";"ExchangeR";"HawkR";"DoveR";"DivisionR";"PossessionR";"KinshipJ";"MutualismJ";"ExchangeJ";"HawkJ";"DoveJ";"DivisionJ";"PossessionJ"
"Male";40;74;47.6666666666667;57;67.6666666666667;53;53.3333333333333;47.6666666666667;67.3333333333333;83.3333333333333;63.3333333333333;80.6666666666667;32.3333333333333;82;55.6666666666667
"Male";44;67.3333333333333;58.3333333333333;51.3333333333333;59.6666666666667;40.3333333333333;56;69.6666666666667;63.3333333333333;75;75.3333333333333;69.3333333333333;29;89.3333333333333;51
"Female";52;76.6666666666667;29;93.3333333333333;60.3333333333333;37.6666666666667;29;78.6666666666667;66.6666666666667;62.6666666666667;59.3333333333333;85.6666666666667;31.3333333333333;100;57.6666666666667
"Female";32;74.3333333333333;48.3333333333333;63;52.6666666666667;56.3333333333333;56.6666666666667;76.6666666666667;74.3333333333333;69.6666666666667;83.3333333333333;76.3333333333333;22.3333333333333;81.3333333333333;54.6666666666667
"Female";32;69.6666666666667;49.6666666666667;51;70.3333333333333;58.6666666666667;81.3333333333333;59.3333333333333;93.6666666666667;62;66;64.3333333333333;57;81.6666666666667;45
"Female";60;77.6666666666667;45;94.6666666666667;33.6666666666667;31.3333333333333;51.3333333333333;70;42.3333333333333;77;53;42.6666666666667;44.6666666666667;64.3333333333333;25.3333333333333
"Male";52;46.6666666666667;54.3333333333333;57.6666666666667;49.6666666666667;41.3333333333333;30.6666666666667;52.6666666666667;50.6666666666667;49.6666666666667;54;44.3333333333333;34;58.6666666666667;46.6666666666667
"Female";38;70.6666666666667;89.6666666666667;77;77.6666666666667;75;76;67.6666666666667;63.3333333333333;60;68;68.6666666666667;53.6666666666667;87.3333333333333;52.6666666666667
"Male";36;63.3333333333333;56.6666666666667;48;57;57.3333333333333;56.6666666666667;57.6666666666667;68;63.6666666666667;73.6666666666667;75;54;63;48.3333333333333
"Female";61;65.3333333333333;57.6666666666667;68.6666666666667;84.6666666666667;80.3333333333333;63.3333333333333;44;85.3333333333333;81;95;92;62;77.6666666666667;30.6666666666667
"Male";56;57.3333333333333;55.3333333333333;62.6666666666667;67.6666666666667;58.6666666666667;58;74.6666666666667;85.6666666666667;80;73.6666666666667;69.3333333333333;69.6666666666667;80.3333333333333;31
"Male";39;48;57.3333333333333;51;54.6666666666667;37;43.6666666666667;67.6666666666667;33.6666666666667;53.6666666666667;63.6666666666667;74.3333333333333;67.6666666666667;49;35.6666666666667
"Female";49;72;50;74;53.3333333333333;22.6666666666667;59.6666666666667;55;36;62.6666666666667;56.6666666666667;57.6666666666667;14.6666666666667;57.6666666666667;38.3333333333333
"Female";42;68.3333333333333;85.3333333333333;73.6666666666667;63.6666666666667;27.3333333333333;48.6666666666667;75.6666666666667;70.6666666666667;85;75.3333333333333;69.3333333333333;42;61.6666666666667;53
"Female";52;78;66.3333333333333;81;73.6666666666667;73;78;80.6666666666667;80;75.3333333333333;64.3333333333333;53.3333333333333;87;76;43.6666666666667
"Female";40;54;48.3333333333333;49.6666666666667;59;67.6666666666667;65;54.6666666666667;61.3333333333333;63.6666666666667;74.6666666666667;61;70.6666666666667;67;40
"Male";59;73;75;88.3333333333333;75;62.3333333333333;61;76;77;73;88.3333333333333;66.6666666666667;71.3333333333333;91;44
"Male";57;89.3333333333333;81;80.3333333333333;87;83.3333333333333;91.3333333333333;90;85;91.6666666666667;82.3333333333333;89.6666666666667;84.3333333333333;95.6666666666667;10
"Male";55;70;73;64.3333333333333;64.3333333333333;64.3333333333333;71.6666666666667;66.6666666666667;51.3333333333333;69;83.3333333333333;37.6666666666667;51.6666666666667;80.3333333333333;51.6666666666667
"Female";48;74;55;71;68.6666666666667;59.3333333333333;64.3333333333333;68;74;73.3333333333333;79.6666666666667;66.6666666666667;42.3333333333333;66.6666666666667;45.3333333333333
"Male";56;72.6666666666667;67.3333333333333;82.3333333333333;73;46;60.3333333333333;57.3333333333333;70.3333333333333;76.3333333333333;75.3333333333333;90.3333333333333;64.3333333333333;56;50.3333333333333
"Male";56;12;29.6666666666667;33.3333333333333;9.66666666666667;10.3333333333333;30.3333333333333;31;70.6666666666667;68.6666666666667;39.3333333333333;43;52.3333333333333;68.6666666666667;46
"Male";53;38.6666666666667;29.3333333333333;16.3333333333333;45.6666666666667;12;61.6666666666667;63;45;48.6666666666667;56.6666666666667;41;23.3333333333333;73.6666666666667;31.3333333333333
"Female";43;87;87;91;87.6666666666667;73.6666666666667;91.3333333333333;90.6666666666667;85;85.6666666666667;78.3333333333333;77.6666666666667;74;78.3333333333333;67
"Female";32;57;59;56.6666666666667;59.6666666666667;49.6666666666667;55.6666666666667;57.6666666666667;63.6666666666667;57.3333333333333;63.3333333333333;68;27.6666666666667;62.6666666666667;41
"Female";37;78.6666666666667;81.3333333333333;77.3333333333333;77;70.6666666666667;80;80.6666666666667;51;66.6666666666667;75.6666666666667;63.6666666666667;59.6666666666667;68.6666666666667;43.6666666666667
"Female";35;63.6666666666667;59.3333333333333;87.6666666666667;58.3333333333333;53;52.6666666666667;78.6666666666667;61.3333333333333;72;78.6666666666667;87.3333333333333;28.3333333333333;69;17.6666666666667
"Female";28;56.6666666666667;56.6666666666667;57;52.6666666666667;55.6666666666667;48.6666666666667;63.6666666666667;45;57.6666666666667;63.3333333333333;73.3333333333333;72.6666666666667;85;39.6666666666667
"Male";70;40;42.6666666666667;63.3333333333333;82;39;26.6666666666667;70.3333333333333;55;76.3333333333333;67.6666666666667;88.3333333333333;67.6666666666667;44.6666666666667;36.3333333333333
"Male";34;51.3333333333333;41;85.3333333333333;75.3333333333333;29.6666666666667;73;45;43;72.6666666666667;77.6666666666667;84.6666666666667;36.3333333333333;65.6666666666667;36.6666666666667
"Male";48;80;55.6666666666667;84.3333333333333;63.3333333333333;50.6666666666667;43.6666666666667;67.6666666666667;69.6666666666667;75.3333333333333;79.6666666666667;73.6666666666667;77;89;24.3333333333333
"Female";32;65.3333333333333;64;59.6666666666667;61.6666666666667;59;84.3333333333333;62.3333333333333;89.3333333333333;55;71;63.6666666666667;55;67.3333333333333;42
"Male";59;38.6666666666667;36.6666666666667;42;31.6666666666667;43;46.6666666666667;44.3333333333333;57.6666666666667;62.3333333333333;73.6666666666667;61.3333333333333;51;74.3333333333333;31.6666666666667
"Male";31;76.6666666666667;90.6666666666667;84.3333333333333;79.3333333333333;64.3333333333333;67;79.3333333333333;63.3333333333333;71.3333333333333;70.6666666666667;61.6666666666667;52;64.3333333333333;34
"Female";54;74.3333333333333;45.3333333333333;78.6666666666667;42.3333333333333;75.3333333333333;45.6666666666667;49;53.6666666666667;83;63.6666666666667;73.3333333333333;46.6666666666667;93.6666666666667;30
"Male";41;68.3333333333333;77;68.3333333333333;75.6666666666667;77;81.3333333333333;90;69.3333333333333;79;71.6666666666667;70.3333333333333;69.6666666666667;59.3333333333333;21
"Male";48;29;44;42;40;40;55;63.3333333333333;66.6666666666667;60;78.6666666666667;47;56;63.6666666666667;40.6666666666667
"Male";55;26.6666666666667;42.6666666666667;22.6666666666667;33.3333333333333;56;18.3333333333333;56;39.6666666666667;43.6666666666667;42;40;26;71.3333333333333;58.6666666666667
"Male";78;67.6666666666667;60;54.3333333333333;53;50.6666666666667;48.6666666666667;56;75.6666666666667;64;41;69;26.3333333333333;84.6666666666667;52.3333333333333
"Male";45;41.6666666666667;51;54.3333333333333;56.6666666666667;38.3333333333333;52.3333333333333;73;50.3333333333333;53;69.3333333333333;71;65.6666666666667;72;32
"Male";36;43.6666666666667;39.3333333333333;56.6666666666667;53.6666666666667;34.6666666666667;45.3333333333333;69.3333333333333;93;75.3333333333333;88.6666666666667;32;52.6666666666667;51;51.6666666666667
"Male";45;50.3333333333333;55.6666666666667;62.6666666666667;50.6666666666667;26.6666666666667;42.6666666666667;72.3333333333333;57.6666666666667;60;74.6666666666667;78.6666666666667;22.6666666666667;73;38.3333333333333
"Male";65;85.3333333333333;91;78.3333333333333;64.3333333333333;56;79;79.6666666666667;52;45.6666666666667;67;42.3333333333333;70.6666666666667;56;45.6666666666667
"Female";61;89.3333333333333;85.6666666666667;46;28;49.3333333333333;44;75.3333333333333;83.6666666666667;60;80;71.6666666666667;58;51.3333333333333;44
"Female";32;79.6666666666667;83.3333333333333;76.3333333333333;58.6666666666667;74.3333333333333;62;69.3333333333333;76.6666666666667;67;71.6666666666667;46;66.6666666666667;98;21.6666666666667
"Female";72;45.6666666666667;62;63;61.3333333333333;37;31;41.3333333333333;57.3333333333333;63.3333333333333;77.6666666666667;51.3333333333333;57.3333333333333;67.3333333333333;45.6666666666667
"Female";34;62.6666666666667;54.6666666666667;31;35.6666666666667;35;75.6666666666667;81.3333333333333;48.3333333333333;71.6666666666667;76.6666666666667;56.3333333333333;23.3333333333333;47.6666666666667;45.6666666666667
"Female";35;50.3333333333333;42.6666666666667;56.3333333333333;60.3333333333333;56;50.6666666666667;41.6666666666667;84.6666666666667;71.3333333333333;64.3333333333333;67.3333333333333;44.6666666666667;77.6666666666667;41
"Female";68;80.3333333333333;83.3333333333333;69.3333333333333;93.3333333333333;67;77;78.6666666666667;62.6666666666667;76.3333333333333;82.3333333333333;72.6666666666667;68.3333333333333;74.3333333333333;37.6666666666667
"Male";34;57.3333333333333;51.3333333333333;76.6666666666667;56.6666666666667;52.6666666666667;47.3333333333333;61;33.6666666666667;58;57.6666666666667;48.3333333333333;69.3333333333333;87;52.6666666666667
"Male";58;69.6666666666667;62.3333333333333;73;46;53.3333333333333;66;77;73;71;66.6666666666667;51.6666666666667;51.6666666666667;70.3333333333333;13.6666666666667
"Female";54;29;68.3333333333333;32.6666666666667;41;44.6666666666667;43;83.3333333333333;72;79;72.3333333333333;96.3333333333333;61.6666666666667;61.3333333333333;28.6666666666667
"Male";55;68.6666666666667;63.6666666666667;70;67.6666666666667;48.6666666666667;81.6666666666667;76.6666666666667;55.3333333333333;67;90.3333333333333;70.3333333333333;63.6666666666667;80;60
"Female";32;74.6666666666667;83.6666666666667;57.6666666666667;50.3333333333333;62;31;54.6666666666667;59;82.3333333333333;88;50.3333333333333;66.6666666666667;54.6666666666667;17
"Female";49;84.6666666666667;57.6666666666667;67.6666666666667;80.3333333333333;70.6666666666667;88;80.3333333333333;70;68;61;83.3333333333333;64.3333333333333;69;39.6666666666667
"Female";33;75.6666666666667;80;77;65.3333333333333;80;72;65.6666666666667;76;63.3333333333333;58.6666666666667;63;62.3333333333333;74;32.6666666666667
"Male";53;71.3333333333333;49;60.3333333333333;63.6666666666667;67;55.3333333333333;84;87.3333333333333;64.6666666666667;62.3333333333333;96.3333333333333;47.6666666666667;62.3333333333333;30.6666666666667
"Female";32;70.3333333333333;68;66.3333333333333;63.3333333333333;44.3333333333333;66.3333333333333;75;66;72.3333333333333;84.6666666666667;47;24;78;35
"Female";29;66.3333333333333;58.6666666666667;57.3333333333333;50.3333333333333;50.3333333333333;67.6666666666667;64.6666666666667;59.6666666666667;72.3333333333333;76;52.3333333333333;40.3333333333333;71.6666666666667;42.3333333333333
"Female";36;51.3333333333333;52.3333333333333;58;42.6666666666667;37;41.6666666666667;57.6666666666667;69.3333333333333;56.3333333333333;58.3333333333333;77.6666666666667;36;55.6666666666667;34
"Male";42;75.6666666666667;23.3333333333333;47.6666666666667;53.3333333333333;17;74.3333333333333;53;61;69.3333333333333;72.3333333333333;56.6666666666667;45.3333333333333;86.6666666666667;40.6666666666667
"Female";68;32.6666666666667;61.3333333333333;56.6666666666667;20.3333333333333;36.3333333333333;55;71.6666666666667;40.3333333333333;63.3333333333333;53;57;49.6666666666667;86;23
"Male";32;55.3333333333333;63.3333333333333;60;70;56.6666666666667;65.6666666666667;55.6666666666667;43;71.6666666666667;51;48;42.3333333333333;80.3333333333333;37
"Female";41;60.3333333333333;53;73;60;51;57.6666666666667;53.3333333333333;70.3333333333333;61.3333333333333;60.6666666666667;87;29.6666666666667;61;73
"Male";54;69;62;71.6666666666667;80;69.3333333333333;56;80;76.3333333333333;73.3333333333333;74.3333333333333;50.6666666666667;67.3333333333333;52;36
"Male";53;80.6666666666667;54.6666666666667;81.6666666666667;60.3333333333333;88.3333333333333;77.6666666666667;83;59;60.6666666666667;88.3333333333333;58.3333333333333;50.6666666666667;85;42
"Male";58;61.6666666666667;68;73.6666666666667;54;55.6666666666667;57.6666666666667;74.6666666666667;59.6666666666667;66.6666666666667;69;38.3333333333333;61;72;56
"Male";49;96;77.6666666666667;91;84;80;51.3333333333333;81.6666666666667;92;76.3333333333333;82.6666666666667;81.6666666666667;69;52;21.6666666666667
"Female";35;36;22.3333333333333;26.3333333333333;24.3333333333333;25;37.3333333333333;26.6666666666667;43.3333333333333;58.6666666666667;74;60;32.3333333333333;77;65.3333333333333
"Male";56;71;61.6666666666667;59;14.3333333333333;31.3333333333333;40.3333333333333;60.3333333333333;69;38.3333333333333;48;26;36.3333333333333;54;52.6666666666667
"Male";58;62.3333333333333;67;67;65.6666666666667;49;53;73;59;65.6666666666667;65.3333333333333;36.6666666666667;56;56;33.6666666666667
"Male";44;52.3333333333333;48;95.6666666666667;46.6666666666667;16.3333333333333;74.3333333333333;85;77.6666666666667;72;77;67.6666666666667;35.3333333333333;78.3333333333333;24.6666666666667
"Female";47;83.6666666666667;66;78;75.6666666666667;87.6666666666667;84.6666666666667;80;84.3333333333333;89;80.6666666666667;83;83;45;45
"Female";42;40.6666666666667;54;57.3333333333333;50.6666666666667;32.6666666666667;34;62.3333333333333;89.6666666666667;65;82;48;27.3333333333333;84;58.6666666666667
"Female";52;77.3333333333333;45.6666666666667;49;44.3333333333333;50;53.3333333333333;90;56.6666666666667;61.6666666666667;66;74.3333333333333;48.3333333333333;64.6666666666667;21
"Female";41;89;51.3333333333333;77.3333333333333;71.3333333333333;33.3333333333333;60.6666666666667;70.3333333333333;70.6666666666667;55;64;38.6666666666667;10;63;40.6666666666667
"Male";39;73.3333333333333;65.3333333333333;71.6666666666667;53.6666666666667;54;57.3333333333333;39;88.3333333333333;75.3333333333333;50;62.3333333333333;45.3333333333333;63.6666666666667;63
"Female";53;76.6666666666667;35.6666666666667;62.6666666666667;63.3333333333333;33.3333333333333;42;67.6666666666667;70.3333333333333;52.3333333333333;75.3333333333333;80.3333333333333;36;71.3333333333333;42.6666666666667
"Female";46;79.3333333333333;65.6666666666667;73;69.3333333333333;58.6666666666667;59;79.6666666666667;92.3333333333333;63.3333333333333;73.6666666666667;87.3333333333333;60.6666666666667;77.3333333333333;42.3333333333333
"Female";46;82.6666666666667;81.6666666666667;71.3333333333333;77.6666666666667;78;57.3333333333333;77.3333333333333;66.6666666666667;89;79.6666666666667;40.6666666666667;60;48;8.33333333333333
"Female";45;37;53;44.3333333333333;31;47.3333333333333;56.6666666666667;72.6666666666667;77.6666666666667;40.6666666666667;71;68.3333333333333;7.33333333333333;73;46
"Male";40;72.3333333333333;67.6666666666667;68.6666666666667;63;55.3333333333333;57.6666666666667;56.3333333333333;68;70.3333333333333;72;57.6666666666667;61;66.6666666666667;18.3333333333333
"Female";54;79;73.3333333333333;50.6666666666667;56.3333333333333;72;67.3333333333333;61.3333333333333;68.6666666666667;58.6666666666667;75;67;57.3333333333333;63.6666666666667;25.6666666666667
"Female";33;49.6666666666667;57;58.3333333333333;52.6666666666667;44;54.3333333333333;53.6666666666667;54.6666666666667;54.6666666666667;59;47.6666666666667;51.3333333333333;87;58.6666666666667
"Male";60;86.3333333333333;82;74;81.6666666666667;77.3333333333333;59.6666666666667;54.3333333333333;93;85;60;63.3333333333333;42.6666666666667;62.3333333333333;51
"Male";55;62;66.6666666666667;71.6666666666667;36;51;46;74;67;72;68;77.3333333333333;65.3333333333333;73.6666666666667;62
"Female";31;86.3333333333333;63.6666666666667;74.3333333333333;78.3333333333333;69;65.3333333333333;97;91.3333333333333;57.6666666666667;69.3333333333333;72.3333333333333;72.6666666666667;47.6666666666667;31.6666666666667
"Female";63;87;68.3333333333333;71.6666666666667;64.6666666666667;60.3333333333333;49.6666666666667;80;91.3333333333333;65;92.3333333333333;99.3333333333333;38.3333333333333;86.3333333333333;36
"Male";32;76.6666666666667;64.6666666666667;71;79;68.3333333333333;59;67.3333333333333;86;71.6666666666667;79.6666666666667;78.3333333333333;48;81.6666666666667;43
"Male";46;64;51.3333333333333;66;61.3333333333333;51.3333333333333;55;79;81;62;79.6666666666667;36.6666666666667;50.6666666666667;65.3333333333333;49
"Female";55;60.6666666666667;49;90;40.6666666666667;33.6666666666667;66.6666666666667;93;32.3333333333333;27.3333333333333;71;47;29;61;53.3333333333333
"Male";40;76.3333333333333;75;71;71;86.6666666666667;56.6666666666667;69.3333333333333;72.6666666666667;67;70;70.3333333333333;48.3333333333333;71.3333333333333;55
"Female";44;82;75;94;91;64.6666666666667;58.3333333333333;96.3333333333333;83.6666666666667;51;78.3333333333333;83.6666666666667;84;84.3333333333333;93.6666666666667
"Male";27;70;63.3333333333333;89.6666666666667;83;41;77.3333333333333;82;85.3333333333333;81.6666666666667;77.3333333333333;93;88;97.3333333333333;49.3333333333333
"Female";28;56.6666666666667;57.3333333333333;55;57.6666666666667;48.6666666666667;57;63;43.6666666666667;54.3333333333333;62.3333333333333;54.6666666666667;57;81.6666666666667;15.6666666666667
"Male";43;69.3333333333333;58.6666666666667;70.3333333333333;57.3333333333333;63;71;72;52.3333333333333;73;71;98.3333333333333;81.3333333333333;66;13
"Male";41;38.3333333333333;38.6666666666667;32;40;39;43;39.3333333333333;64.6666666666667;77.3333333333333;45.3333333333333;55;47.6666666666667;59;29.6666666666667
"Male";58;68.3333333333333;59.3333333333333;74;47.3333333333333;62.6666666666667;64;50.3333333333333;74;73.6666666666667;77;79;68.6666666666667;67;23
"Female";32;76;55;35.3333333333333;71;43.6666666666667;46;60.6666666666667;66.6666666666667;43;63.3333333333333;42.6666666666667;63;38.6666666666667;38.6666666666667
"Female";46;98.3333333333333;83.6666666666667;80.3333333333333;60;64;66.3333333333333;78.6666666666667;73.6666666666667;65.6666666666667;77.3333333333333;76.3333333333333;50.3333333333333;76.6666666666667;40
"Female";51;60.6666666666667;41.3333333333333;55.6666666666667;58.3333333333333;40.3333333333333;56.6666666666667;53;59.6666666666667;49;60;43;43.6666666666667;80;35
"Female";35;57.6666666666667;55;59.3333333333333;34;56.6666666666667;51.3333333333333;61.3333333333333;77;72.6666666666667;82.6666666666667;63.6666666666667;62;66;55.3333333333333
"Male";55;48.3333333333333;52;58.6666666666667;63.6666666666667;44.6666666666667;58;92.6666666666667;69.3333333333333;72.3333333333333;74;55.6666666666667;66.3333333333333;72.3333333333333;35
"Female";49;66.6666666666667;65.3333333333333;69.6666666666667;48;78.3333333333333;68.6666666666667;76.3333333333333;54.6666666666667;55;69.6666666666667;40;48;68.3333333333333;38.6666666666667
"Male";29;83.6666666666667;53;67.3333333333333;49.6666666666667;54;66;4;95.6666666666667;80.6666666666667;85;56;54.3333333333333;88;66.3333333333333
"Male";52;66.6666666666667;70.6666666666667;91;82.3333333333333;53.3333333333333;73;69.3333333333333;65;77.6666666666667;78.6666666666667;81;72.6666666666667;38;37.6666666666667
"Female";46;51.3333333333333;34.3333333333333;51.6666666666667;45.3333333333333;23.3333333333333;45.6666666666667;56.3333333333333;64.3333333333333;77.3333333333333;78;77.3333333333333;58.6666666666667;72;23.6666666666667
"Male";47;82;73.6666666666667;80.6666666666667;63;42.6666666666667;69.3333333333333;65.3333333333333;92;49.3333333333333;90;14;57.6666666666667;71.6666666666667;52.6666666666667
"Male";60;57.3333333333333;42.6666666666667;52;34;53.6666666666667;59;65.3333333333333;82;52.6666666666667;64.6666666666667;64.3333333333333;69.6666666666667;68.3333333333333;50
"Male";62;69.3333333333333;44.6666666666667;66.6666666666667;69.3333333333333;36;83.6666666666667;59.6666666666667;71.3333333333333;44.6666666666667;75.3333333333333;61.6666666666667;30.3333333333333;92.3333333333333;51.3333333333333
"Female";55;66.3333333333333;59;56.6666666666667;52.3333333333333;41.3333333333333;31.6666666666667;79.3333333333333;67;72.6666666666667;72;71.6666666666667;43.6666666666667;71.6666666666667;7.66666666666667
"Male";39;78.3333333333333;69;50;70;59;53.6666666666667;67.6666666666667;64.6666666666667;83.3333333333333;81;74.6666666666667;44.3333333333333;85;22
"Female";44;30.3333333333333;21.3333333333333;61.3333333333333;48.3333333333333;7.33333333333333;40;48.6666666666667;61.3333333333333;63.6666666666667;68.3333333333333;74;45.3333333333333;65.3333333333333;46
"Female";48;61.6666666666667;66;58.6666666666667;55;39.3333333333333;39;70.6666666666667;52.6666666666667;65;67.3333333333333;68.3333333333333;38;58;37.3333333333333
"Male";58;53.3333333333333;56;64.3333333333333;52.3333333333333;51;54.3333333333333;63;45;78.6666666666667;81;82.6666666666667;60.6666666666667;84.3333333333333;49.3333333333333
"Male";34;32;25.6666666666667;24.6666666666667;45;20.6666666666667;10.6666666666667;15;40.3333333333333;55;32.6666666666667;77;59.6666666666667;64.3333333333333;49
"Female";32;89.6666666666667;56.3333333333333;69.3333333333333;73.3333333333333;38;68.6666666666667;81.6666666666667;45;83.6666666666667;78.6666666666667;60.6666666666667;47.6666666666667;72.6666666666667;28.6666666666667
"Female";47;54;38.6666666666667;73.3333333333333;35.3333333333333;26.3333333333333;49.3333333333333;50.6666666666667;81;37.3333333333333;66.6666666666667;92;32;53.6666666666667;43
"Female";41;64.3333333333333;56.6666666666667;51;62;53.3333333333333;54.3333333333333;62.6666666666667;68.3333333333333;76.6666666666667;76.3333333333333;77.6666666666667;34.3333333333333;90.3333333333333;32.6666666666667
"Female";57;57.3333333333333;60.6666666666667;67.6666666666667;65.6666666666667;41.6666666666667;56.6666666666667;61;61;58;63.3333333333333;60.6666666666667;54;57.3333333333333;58.6666666666667
"Female";31;61.6666666666667;57.3333333333333;58.6666666666667;62.3333333333333;67.6666666666667;56.6666666666667;69;76.6666666666667;64.6666666666667;60.3333333333333;62;57;65.3333333333333;56.3333333333333
"Male";39;73.6666666666667;73.3333333333333;77.6666666666667;72;76.6666666666667;66.6666666666667;70.3333333333333;65.6666666666667;62.6666666666667;80.3333333333333;77.6666666666667;58;62.3333333333333;58
"Female";47;70;31.6666666666667;90.3333333333333;42;76.3333333333333;79;66.3333333333333;72.3333333333333;37.3333333333333;53;52;60.3333333333333;52;40.6666666666667
"Male";42;97.3333333333333;78.6666666666667;61.6666666666667;57.3333333333333;59.6666666666667;39.3333333333333;64.3333333333333;79.3333333333333;66;83.3333333333333;79.3333333333333;69.3333333333333;83;18
"Male";48;80.3333333333333;69.3333333333333;80.6666666666667;46;45.3333333333333;55.6666666666667;52.3333333333333;77.3333333333333;78.6666666666667;75.6666666666667;79;36.3333333333333;49.6666666666667;48
"Female";47;78;71;73.6666666666667;82;72;78;77;56;67.3333333333333;71.6666666666667;78;62;90;31.3333333333333
"Female";61;96.3333333333333;68;76.3333333333333;85.6666666666667;57.3333333333333;52.3333333333333;74.6666666666667;99.3333333333333;77;82;81.3333333333333;73.6666666666667;89.6666666666667;35
"Female";39;71;78.3333333333333;61.6666666666667;72.3333333333333;58.3333333333333;71.3333333333333;94.6666666666667;80.6666666666667;77;86.3333333333333;51;44;87.6666666666667;53.6666666666667
"Female";55;82.3333333333333;79;77;86;53.3333333333333;31.3333333333333;34;76.3333333333333;82;87;51.3333333333333;67.6666666666667;60.6666666666667;28
"Male";53;60.6666666666667;20.3333333333333;41.3333333333333;20.3333333333333;27.3333333333333;37;45;85;57.3333333333333;82;40;41.6666666666667;19.3333333333333;8
"Female";47;54;26.6666666666667;55;38.6666666666667;34;63;63.6666666666667;58.3333333333333;44;73;49.6666666666667;35.6666666666667;79;40.6666666666667
"Male";59;35.3333333333333;45;14;27.3333333333333;47.3333333333333;57.3333333333333;46.3333333333333;38.3333333333333;67;51.3333333333333;53.3333333333333;26;41;39.3333333333333
"Female";49;70.3333333333333;21.3333333333333;66.3333333333333;55.3333333333333;40.3333333333333;67.6666666666667;60.6666666666667;76;70;76;76;39.6666666666667;63.6666666666667;18.3333333333333
"Female";37;82;43.6666666666667;74.3333333333333;54.3333333333333;58;67.6666666666667;68.6666666666667;90.3333333333333;59.6666666666667;74.6666666666667;70.6666666666667;60.3333333333333;78.3333333333333;28.6666666666667
"Female";49;47;34.3333333333333;43.6666666666667;47;48;39.6666666666667;57;46.6666666666667;52.3333333333333;53.3333333333333;38.3333333333333;54;52.3333333333333;39.6666666666667
"Female";56;61;50.6666666666667;61;59;50;40;54;50.6666666666667;61.3333333333333;58.3333333333333;72;58;63;19.3333333333333
"Female";56;81;84.6666666666667;75;94.3333333333333;50;82.6666666666667;68.3333333333333;75.6666666666667;50.6666666666667;61;43.3333333333333;30.6666666666667;85.3333333333333;53.6666666666667
"Female";44;71.3333333333333;38.3333333333333;42.6666666666667;37.6666666666667;54;33;49.6666666666667;51.6666666666667;69.3333333333333;75.3333333333333;46;54.6666666666667;94;32.3333333333333
"Female";38;58;60.3333333333333;63;61;52.6666666666667;45;51.3333333333333;64.3333333333333;49.3333333333333;44;57;22.6666666666667;94;28.3333333333333
"Male";36;40.3333333333333;40;57;37.6666666666667;46.6666666666667;43;45;54.6666666666667;66.6666666666667;51;68.3333333333333;32.6666666666667;77.6666666666667;40
"Male";45;84.3333333333333;65.3333333333333;68.3333333333333;56.3333333333333;55;64.6666666666667;81;71;44.3333333333333;88.6666666666667;67;66.6666666666667;83;26.3333333333333
"Female";55;89.3333333333333;81.3333333333333;84.3333333333333;83.3333333333333;78.3333333333333;70;85.6666666666667;76.3333333333333;80.6666666666667;87.6666666666667;65.6666666666667;44.3333333333333;80.3333333333333;55
"Female";53;50.6666666666667;69;39.6666666666667;66.6666666666667;68.3333333333333;56.3333333333333;72;73.6666666666667;60.3333333333333;70;80;50.6666666666667;41.3333333333333;50.3333333333333
"Female";55;91;53.3333333333333;80;76.3333333333333;52.6666666666667;63.6666666666667;71.3333333333333;80;65.6666666666667;79.6666666666667;84.6666666666667;67.3333333333333;90.3333333333333;22.3333333333333
"Female";58;88.6666666666667;67.6666666666667;82;80.3333333333333;66;74.3333333333333;79.3333333333333;92.3333333333333;65.6666666666667;92.6666666666667;94;80;80;34.3333333333333
"Female";29;69;66.3333333333333;55.3333333333333;59.6666666666667;60;78;89.3333333333333;68.6666666666667;56;68;70;65.3333333333333;67.6666666666667;23.6666666666667
"Male";38;40;53;45.3333333333333;22.6666666666667;33.3333333333333;42;77.6666666666667;65;63;65.6666666666667;54.3333333333333;44.3333333333333;77.6666666666667;11.6666666666667
"Female";51;50.6666666666667;38;24.3333333333333;41.3333333333333;62.3333333333333;69;73.6666666666667;42.6666666666667;63;51;60.3333333333333;82.6666666666667;58;22
"Male";54;76;76.6666666666667;73;67;26.3333333333333;48.3333333333333;52.3333333333333;59.6666666666667;69.6666666666667;82;52.3333333333333;32.3333333333333;64;27
"Male";44;76.6666666666667;45;48.6666666666667;51;34.6666666666667;23.3333333333333;68.3333333333333;45.3333333333333;42.6666666666667;67.6666666666667;62;56.3333333333333;53;48.3333333333333
"Female";36;66.6666666666667;58;54.6666666666667;62;54.6666666666667;54;78.6666666666667;51.6666666666667;56.6666666666667;66.3333333333333;50.3333333333333;56.6666666666667;27;25.6666666666667
"Female";31;74.3333333333333;49.6666666666667;76.3333333333333;74.6666666666667;73;69;84.3333333333333;63.6666666666667;57.3333333333333;70;53;36;69.3333333333333;67.6666666666667
"Female";50;16.6666666666667;21.6666666666667;8.66666666666667;16;11.6666666666667;22;20.6666666666667;51.6666666666667;53;68.3333333333333;73;39;78;37.3333333333333
"Male";55;36;28.3333333333333;46.6666666666667;63.6666666666667;58.6666666666667;43.3333333333333;48.6666666666667;34.6666666666667;55;77.6666666666667;84.6666666666667;41.3333333333333;80;28
